iter	Logloss
120	0.0002015288355
121	0.0002015288355
122	0.0002015288355
123	0.0002015288355
124	0.0002015288355
125	0.0002015288355
126	0.0002015288355
127	0.0002015288355
128	0.0002015288355
129	0.0002015288355
130	0.0002015283055
131	0.0002015283055
132	0.0002015213298
133	0.0002015213298
134	0.0002015208149
135	0.0002015208149
136	0.0002015208149
137	0.0001978851392
138	0.0001978791881
139	0.0001978791881
140	0.0001978791881
141	0.0001978791881
142	0.0001978791881
143	0.0001978791881
144	0.0001978791881
145	0.0001978791881
146	0.0001978791881
147	0.0001978791881
148	0.0001978791881
149	0.0001978791881
150	0.0001938820218
151	0.0001900898871
152	0.0001900898871
153	0.0001900898871
154	0.0001864857535
155	0.0001864857535
156	0.0001864857535
157	0.0001864857535
158	0.0001864857535
159	0.0001864857535
160	0.0001864857535
161	0.0001864831137
162	0.0001864831137
163	0.0001864831137
164	0.0001864831137
165	0.0001864820385
166	0.0001864789999
167	0.0001828625705
168	0.0001828625705
169	0.0001810901883
170	0.0001810901883
171	0.0001810901883
172	0.0001810901883
173	0.0001810892192
174	0.0001810888709
175	0.0001810864935
176	0.0001810864935
177	0.0001810864935
178	0.0001793760246
179	0.0001793709367
180	0.0001793709367
181	0.0001793695284
182	0.0001793695284
183	0.0001793695284
184	0.0001793695284
185	0.0001793695284
186	0.0001793695284
187	0.0001793678829
188	0.0001793608113
189	0.0001793608113
190	0.0001793608113
191	0.0001793552994
192	0.0001793552994
193	0.0001793535428
194	0.0001793518115
195	0.0001793518115
196	0.0001793518115
197	0.0001793518115
198	0.0001793518115
199	0.0001793487174
200	0.0001793470719
201	0.0001793470719
202	0.0001793470719
203	0.0001793470719
204	0.000177708359
205	0.0001777060018
206	0.0001777056585
207	0.0001777034679
208	0.0001776985365
209	0.0001776979509
210	0.0001776979509
211	0.0001776975724
212	0.0001776917828
213	0.0001776917828
214	0.0001776917828
215	0.0001776917828
216	0.0001776917828
217	0.0001776894054
218	0.0001776894054
219	0.0001776894054
220	0.0001776850595
221	0.0001776850595
222	0.0001776850595
223	0.0001776794618
224	0.0001776831868
225	0.0001776742779
226	0.0001776742779
227	0.0001776742779
228	0.0001776742779
229	0.0001776724002
230	0.0001776681401
231	0.0001776681401
232	0.0001776681401
233	0.0001776681401
234	0.0001776656163
235	0.0001776656163
236	0.0001776656163
237	0.0001776656163
238	0.0001776656163
239	0.0001776656163
240	0.0001776656163
241	0.0001776656163
242	0.0001776656163
243	0.0001776656163
244	0.0001776656163
245	0.0001776656163
246	0.0001776656163
247	0.0001776656163
248	0.0001776645816
249	0.0001776645816
250	0.0001776645816
251	0.0001776645816
252	0.0001776666511
253	0.0001776666511
254	0.0001776666511
255	0.0001776666511
256	0.0001776586204
257	0.0001776570658
258	0.0001776570658
259	0.0001776570658
260	0.0001776570658
261	0.0001776570658
262	0.0001776492824
263	0.0001776492824
264	0.0001776501658
265	0.0001776501658
266	0.0001776501658
267	0.0001776501658
268	0.0001776478944
269	0.0001776478944
270	0.0001776478944
271	0.0001776437907
272	0.0001776419938
273	0.0001776397072
274	0.0001776397072
275	0.0001776397072
276	0.0001776352402
277	0.0001776352402
278	0.0001776354168
279	0.0001776318886
280	0.0001776318886
281	0.0001776318886
282	0.0001776318886
283	0.0001776318886
284	0.0001776318886
285	0.0001776318886
286	0.0001776318886
287	0.0001776318886
288	0.0001776318886
289	0.0001776318886
290	0.0001776318886
291	0.0001776332968
292	0.0001776297787
293	0.0001776297787
294	0.0001776297787
295	0.0001776297787
296	0.0001776297787
297	0.0001776246706
298	0.0001776231513
299	0.0001776231513
300	0.0001776231513
301	0.0001776212584
302	0.0001776219701
303	0.0001776219701
304	0.0001776219701
305	0.0001776219701
306	0.0001776219701
307	0.0001776219701
308	0.0001776219701
309	0.0001776219701
310	0.0001776219701
311	0.0001776219701
312	0.0001776219701
313	0.0001776219701
314	0.0001776219701
315	0.0001776219701
316	0.000177618028
317	0.000177618028
318	0.000177618028
319	0.000177618028
320	0.000177618028
321	0.000177618028
322	0.0001776200268
323	0.0001776200268
324	0.0001776200268
325	0.0001776200268
326	0.0001776200268
327	0.0001776200268
328	0.0001776200268
329	0.0001776200268
330	0.0001776200268
331	0.0001776200268
332	0.0001776200268
333	0.0001776200268
334	0.0001776200268
335	0.0001776200268
336	0.0001776200268
337	0.0001776200268
338	0.0001776200268
339	0.0001776200268
340	0.0001776200268
341	0.0001776200268
342	0.0001776200268
343	0.0001776200268
344	0.0001776200268
345	0.0001776200268
346	0.0001776200268
347	0.0001776200268
348	0.0001776200268
349	0.0001776200268
350	0.0001776200268
351	0.0001776200268
352	0.0001776200268
353	0.0001776200268
354	0.0001776200268
355	0.0001776200268
356	0.0001776200268
357	0.0001776200268
358	0.0001776200268
359	0.0001776200268
360	0.0001776200268
361	0.0001776200268
362	0.0001776200268
363	0.0001776200268
364	0.0001776200268
365	0.0001776200268
366	0.0001776200268
367	0.0001776200268
368	0.0001776200268
369	0.0001776200268
370	0.0001776200268
371	0.0001776200268
372	0.0001776200268
373	0.0001776200268
374	0.0001776200268
375	0.0001776200268
376	0.0001776200268
377	0.0001776200268
378	0.0001776200268
379	0.0001776200268
380	0.0001776200268
381	0.0001776200268
382	0.0001776200268
383	0.0001776200268
384	0.0001776200268
385	0.0001776200268
386	0.0001776200268
387	0.0001776200268
388	0.0001776200268
389	0.0001776200268
390	0.0001776200268
391	0.0001776200268
392	0.0001776200268
393	0.0001776200268
394	0.0001776200268
395	0.0001776200268
396	0.0001776200268
397	0.0001776200268
398	0.0001776200268
399	0.0001776200268
